,site,veg_type,Lat,Lon,Elev(m),DOS,DOE,SOS,EOS,DOY,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
79,spruceT0P06,EN,47.5051,-93.4535,410,2017/3/19,2017/10/29,109,329,224,EVI2,0.095916866,0.07916522,0.13449743,0.07959337,0.053581795,0.110882025,0.07345536,0.100484465,0.060343316,0.05372276,0.117415866,0.120005633,0.132216513,0.095445304,0.193771026,0.20261826,0.231225485,0.436929686,0.531545986,0.504666831,0.608850955,0.532973685,0.608685388,0.607552442,0.565200894,0.572669236,0.546002403,0.512577039,0.513710257,0.539265347,0.515914883,0.461222434,0.440410768,0.288599339,0.171284723,0.134660906,0.240548087,0.231928848,0.196805874,0.130796391,0.067460057,0.050948103,0.084105295,0.117611421,0.136114333,0.0965717
80,spruceT0P06,EN,47.5051,-93.4535,410,2018/4/20,2018/11/5,140,335,199,EVI2,0.091966537,0.107785944,0.135659183,0.083802429,0.052340903,0.123672283,0.075110601,0.112404054,0.077740368,0.080366614,0.120477319,0.160755711,0.154885257,0.136379317,0.198442972,0.201054081,0.235519105,0.429557199,0.5162398,0.489748893,0.625972264,0.512945132,0.560582226,0.592243136,0.524766674,0.537032306,0.529147286,0.491427505,0.487331932,0.490259146,0.472931468,0.433005431,0.409077106,0.376655924,0.232766205,0.184213969,0.227462173,0.23085481,0.187049818,0.146528053,0.059181085,0.04375126,0.058031723,0.097271732,0.143977786,0.115208347
81,spruceT0P19E,EN,47.5065,-93.4535,410,2016/3/5,2016/11/17,95,347,257,EVI2,0.088016207,0.136406668,0.136820937,0.088011487,0.051100011,0.136462541,0.076765842,0.124323643,0.095137421,0.107010469,0.123538771,0.201505788,0.177554,0.17731333,0.203114918,0.199489902,0.239812725,0.422184711,0.500933614,0.474830954,0.643093573,0.492916578,0.512479063,0.576933829,0.484332455,0.501395376,0.51229217,0.47027797,0.460953606,0.441252944,0.429948053,0.404788427,0.377743443,0.464712509,0.294247686,0.233767033,0.214376258,0.229780773,0.177293763,0.162259715,0.050902112,0.036554418,0.031958151,0.076932043,0.151841238,0.133844994
82,spruceT0P19E,EN,47.5065,-93.4535,410,2017/3/23,2017/10/26,113,326,217,EVI2,0.132408053,0.139731667,0.132800851,0.084120391,0.112371754,0.105078033,0.078421083,0.109034449,0.170477449,0.093537603,0.132069835,0.191955776,0.213041163,0.199412101,0.191446043,0.222081688,0.236369781,0.273155813,0.497897687,0.504575567,0.616635328,0.529551414,0.500202248,0.507974377,0.635351422,0.530549375,0.594472563,0.312613052,0.606827622,0.58124663,0.486176714,0.444802572,0.413392752,0.3632781,0.303613853,0.251698297,0.172130765,0.194949721,0.134351848,0.084904714,0.154722913,0.223469331,0.020497217,0.01744967,0.112171237,0.164317997
83,spruceT0P19E,EN,47.5065,-93.4535,410,2018/4/16,2018/11/5,136,335,203,EVI2,0.16271392,0.028770588,0.090079899,0.034496688,0.135655603,0.149394943,0.103209463,0.103895298,0.081882343,0.04996561,0.140137774,0.056118583,0.09317509,0.058642228,0.182191548,0.224959709,0.237879648,0.336517001,0.495835612,0.528364661,0.495441117,0.529489822,0.536015287,0.57465099,0.586274185,0.554461472,0.591250261,0.495764133,0.596170299,0.495632084,0.464190005,0.436793995,0.407248514,0.16796071,0.093944906,0.04848568,0.239783933,0.202480042,0.20257388,0.110628896,0.047255027,0.06423343,0.182326824,0.118322742,0.153894436,0.063863574
84,spruceT2P11E,EN,47.5053,-93.4527,410,2016/3/5,2016/11/20,95,350,260,EVI2,0.144039492,0.055679608,0.101765159,0.047875388,0.114516705,0.146161843,0.098251787,0.109002385,0.085196112,0.064226824,0.135988023,0.092465384,0.114269817,0.088310003,0.187422391,0.218592257,0.238362917,0.357933928,0.497110112,0.514981235,0.532354231,0.520346511,0.530131231,0.5752217,0.560788753,0.541194948,0.571510738,0.489392592,0.562366126,0.482037299,0.455629517,0.428792603,0.399872246,0.24214866,0.144020601,0.094806018,0.233432014,0.209305225,0.196253851,0.1235366,0.048166798,0.057313677,0.144734656,0.107975067,0.153381137,0.081358929
85,spruceT2P11E,EN,47.5053,-93.4527,410,2017/3/19,2017/12/5,109,365,261,EVI2,0.125365064,0.082588628,0.113450418,0.061254088,0.093377807,0.142928742,0.093294111,0.114109471,0.088509882,0.078488039,0.131838272,0.128812186,0.135364545,0.117977779,0.192653233,0.212224806,0.238846187,0.379350856,0.498384613,0.501597808,0.569267345,0.5112032,0.524247175,0.575792409,0.53530332,0.527928424,0.551771215,0.483021052,0.528561953,0.468442514,0.447069029,0.420791211,0.392495979,0.31633661,0.194096296,0.141126356,0.227080095,0.216130408,0.189933821,0.136444305,0.049078569,0.050393924,0.107142488,0.097627393,0.152867837,0.098854284
86,spruceT2P11E,EN,47.5053,-93.4527,410,2018/4/15,2018/11/5,135,335,204,EVI2,0.106690635,0.109497648,0.125135677,0.074632787,0.072238909,0.139695641,0.088336435,0.119216557,0.091823651,0.092749254,0.127688521,0.165158987,0.156459273,0.147645554,0.197884075,0.205857354,0.239329456,0.400767783,0.499659114,0.488214381,0.606180459,0.502059889,0.518363119,0.576363119,0.509817887,0.5146619,0.532031693,0.476649511,0.494757779,0.454847729,0.438508541,0.412789819,0.385119711,0.390524559,0.244171991,0.187446694,0.220728177,0.22295559,0.183613792,0.14935201,0.049990341,0.043474171,0.069550319,0.087279718,0.152354538,0.116349639
87,spruceT2P20,EN,47.5064,-93.4532,410,2016/3/5,2016/11/18,95,348,258,EVI2,0.088016207,0.136406668,0.136820937,0.088011487,0.051100011,0.136462541,0.083378759,0.124323643,0.095137421,0.107010469,0.123538771,0.201505788,0.177554,0.17731333,0.203114918,0.199489902,0.239812725,0.422184711,0.500933614,0.474830954,0.643093573,0.492916578,0.512479063,0.576933829,0.484332455,0.501395376,0.51229217,0.47027797,0.460953606,0.441252944,0.429948053,0.404788427,0.377743443,0.464712509,0.294247686,0.233767033,0.214376258,0.229780773,0.177293763,0.162259715,0.050902112,0.036554418,0.031958151,0.076932043,0.151841238,0.133844994
88,spruceT2P20,EN,47.5064,-93.4532,410,2017/3/15,2017/12/7,105,367,267,EVI2,0.132408053,0.139731667,0.132800851,0.084120391,0.112371754,0.105078033,0.078421083,0.109034449,0.170477449,0.093537603,0.132069835,0.191955776,0.213041163,0.199412101,0.191446043,0.222081688,0.236369781,0.273155813,0.497897687,0.504575567,0.616635328,0.529551414,0.500202248,0.507974377,0.635351422,0.530549375,0.594472563,0.312613052,0.606827622,0.58124663,0.486176714,0.444802572,0.413392752,0.3632781,0.303613853,0.251698297,0.172130765,0.194949721,0.134351848,0.084904714,0.154722913,0.223469331,0.020497217,0.01744967,0.112171237,0.164317997
89,spruceT2P20,EN,47.5064,-93.4532,410,2018/4/8,2018/11/8,128,338,214,EVI2,0.16271392,0.028770588,0.090079899,0.034496688,0.135655603,0.149394943,0.103209463,0.103895298,0.081882343,0.04996561,0.140137774,0.056118583,0.09317509,0.058642228,0.182191548,0.224959709,0.237879648,0.336517001,0.495835612,0.528364661,0.495441117,0.529489822,0.536015287,0.57465099,0.586274185,0.554461472,0.591250261,0.495764133,0.596170299,0.495632084,0.464190005,0.436793995,0.407248514,0.16796071,0.093944906,0.04848568,0.239783933,0.202480042,0.20257388,0.110628896,0.047255027,0.06423343,0.182326824,0.118322742,0.153894436,0.063863574
90,spruceT4P04E,EN,47.5052,-93.454,410,2016/3/4,2016/12/5,94,365,276,EVI2,0.144039492,0.055679608,0.101765159,0.047875388,0.114516705,0.146161843,0.098251787,0.109002385,0.085196112,0.064226824,0.135988023,0.092465384,0.114269817,0.088310003,0.187422391,0.218592257,0.238362917,0.357933928,0.497110112,0.514981235,0.532354231,0.520346511,0.530131231,0.5752217,0.560788753,0.541194948,0.571510738,0.489392592,0.562366126,0.482037299,0.455629517,0.428792603,0.399872246,0.24214866,0.144020601,0.094806018,0.233432014,0.209305225,0.196253851,0.1235366,0.048166798,0.057313677,0.144734656,0.107975067,0.153381137,0.081358929
91,spruceT4P04E,EN,47.5052,-93.454,410,2017/3/19,2017/11/24,109,354,250,EVI2,0.125365064,0.082588628,0.113450418,0.061254088,0.093377807,0.142928742,0.093294111,0.114109471,0.088509882,0.078488039,0.131838272,0.128812186,0.135364545,0.117977779,0.192653233,0.212224806,0.238846187,0.379350856,0.498384613,0.501597808,0.569267345,0.5112032,0.524247175,0.575792409,0.53530332,0.527928424,0.551771215,0.483021052,0.528561953,0.468442514,0.447069029,0.420791211,0.392495979,0.31633661,0.194096296,0.141126356,0.227080095,0.216130408,0.189933821,0.136444305,0.049078569,0.050393924,0.107142488,0.097627393,0.152867837,0.098854284
92,spruceT4P04E,EN,47.5052,-93.454,410,2018/3/18,2018/11/9,108,339,236,EVI2,0.106690635,0.109497648,0.125135677,0.074632787,0.072238909,0.139695641,0.088336435,0.119216557,0.091823651,0.092749254,0.127688521,0.165158987,0.156459273,0.147645554,0.197884075,0.205857354,0.239329456,0.400767783,0.499659114,0.488214381,0.606180459,0.502059889,0.518363119,0.576363119,0.509817887,0.5146619,0.532031693,0.476649511,0.494757779,0.454847729,0.438508541,0.412789819,0.385119711,0.390524559,0.244171991,0.187446694,0.220728177,0.22295559,0.183613792,0.14935201,0.049990341,0.043474171,0.069550319,0.087279718,0.152354538,0.116349639
93,spruceT4P13,EN,47.5057,-93.453,410,2016/3/5,2016/12/4,95,364,274,EVI2,0.088016207,0.136406668,0.136820937,0.088011487,0.051100011,0.136462541,0.083378759,0.124323643,0.095137421,0.107010469,0.123538771,0.201505788,0.177554,0.17731333,0.203114918,0.199489902,0.239812725,0.422184711,0.500933614,0.474830954,0.643093573,0.492916578,0.512479063,0.576933829,0.484332455,0.501395376,0.51229217,0.47027797,0.460953606,0.441252944,0.429948053,0.404788427,0.377743443,0.464712509,0.294247686,0.233767033,0.214376258,0.229780773,0.177293763,0.162259715,0.050902112,0.036554418,0.031958151,0.076932043,0.151841238,0.133844994
94,spruceT4P13,EN,47.5057,-93.453,410,2017/3/17,2017/11/22,107,352,250,EVI2,0.132408053,0.139731667,0.132800851,0.084120391,0.112371754,0.105078033,0.078421083,0.109034449,0.170477449,0.093537603,0.132069835,0.191955776,0.213041163,0.199412101,0.191446043,0.222081688,0.236369781,0.273155813,0.497897687,0.504575567,0.616635328,0.529551414,0.500202248,0.507974377,0.635351422,0.530549375,0.594472563,0.312613052,0.606827622,0.58124663,0.486176714,0.444802572,0.413392752,0.3632781,0.303613853,0.251698297,0.172130765,0.194949721,0.134351848,0.084904714,0.154722913,0.223469331,0.020497217,0.01744967,0.112171237,0.164317997
95,spruceT4P13,EN,47.5057,-93.453,410,2018/3/17,2018/11/9,107,339,237,EVI2,0.16271392,0.028770588,0.090079899,0.034496688,0.135655603,0.149394943,0.103209463,0.103895298,0.081882343,0.04996561,0.140137774,0.056118583,0.09317509,0.058642228,0.182191548,0.224959709,0.237879648,0.336517001,0.495835612,0.528364661,0.495441117,0.529489822,0.536015287,0.57465099,0.586274185,0.554461472,0.591250261,0.495764133,0.596170299,0.495632084,0.464190005,0.436793995,0.407248514,0.16796071,0.093944906,0.04848568,0.239783933,0.202480042,0.20257388,0.110628896,0.047255027,0.06423343,0.182326824,0.118322742,0.153894436,0.063863574
96,spruceT6P08,EN,47.5056,-93.4539,410,2016/3/5,2016/12/5,95,365,275,EVI2,0.099966624,0.16227786,0.160802874,0.043625595,0.141493745,0.108180449,0.091092931,0.127588884,0.082867784,0.107010469,0.138318105,0.151010804,0.166886306,0.160354068,0.217733244,0.2012707,0.239960748,0.432052963,0.524544595,0.539878162,0.610013871,0.555382192,0.504956582,0.609695718,0.525655726,0.558295706,0.559099757,0.48208737,0.460957352,0.489872963,0.465421485,0.495714349,0.409978795,0.464238069,0.304250424,0.234693241,0.214376258,0.229780773,0.184540947,0.158086594,0.0581856,0.02347992,0.023186944,0.096397664,0.151841238,0.125980002
97,spruceT6P08,EN,47.5056,-93.4539,410,2017/3/13,2017/12/6,103,366,268,EVI2,0.132408053,0.139731667,0.089894384,0.067446294,0.112371754,0.11274197,0.078976399,0.109034449,0.114700696,0.103333165,0.124479515,0.182220166,0.200581352,0.197624699,0.183271946,0.223882821,0.230766925,0.242446651,0.497897687,0.538615998,0.605179046,0.462974896,0.546213352,0.557243059,0.629747964,0.567038297,0.620971518,0.562336498,0.606827622,0.603044577,0.513322422,0.471865291,0.413392752,0.407244083,0.303613853,0.251698297,0.189064435,0.194949721,0.116843034,0.030405636,0.060764146,0.140739932,0.063259109,0.046472482,0.199723608,0.167885743
98,spruceT6P08,EN,47.5056,-93.4539,410,2018/3/15,2018/11/12,105,342,242,EVI2,0.167885743,0.083325849,0.093844472,0.087431609,0.132451329,0.129505169,0.118001537,0.123440957,0.081882343,0.049270428,0.109823446,0.08834445,0.110304135,0.086399908,0.195190862,0.205125943,0.244739918,0.366458206,0.495835612,0.528364661,0.562330823,0.549497139,0.584081739,0.5861598,0.626309146,0.573047768,0.591250261,0.529054133,0.609064853,0.527617911,0.4928348,0.468543593,0.425927645,0.4528085,0.052272308,0.035684837,0.243752187,0.208994668,0.085845049,0.110628896,0.173520649,0.088936463,0.182326824,0.148603359,0.153894436,0.097883817
99,spruceT6P16E,EN,47.5061,-93.4532,410,2016/3/1,2016/12/3,91,363,277,EVI2,0.088016207,0.136406668,0.136820937,0.088011487,0.051100011,0.136462541,0.09821131,0.124323643,0.095137421,0.107010469,0.123538771,0.201505788,0.177554,0.17731333,0.203114918,0.199489902,0.239812725,0.422184711,0.500933614,0.474830954,0.643093573,0.492916578,0.512479063,0.576933829,0.484332455,0.501395376,0.51229217,0.47027797,0.460953606,0.441252944,0.429948053,0.404788427,0.377743443,0.464712509,0.294247686,0.233767033,0.214376258,0.229780773,0.177293763,0.162259715,0.050902112,0.036554418,0.031958151,0.076932043,0.151841238,0.133844994
100,spruceT6P16E,EN,47.5061,-93.4532,410,2017/2/28,2017/11/23,88,353,268,EVI2,0.132408053,0.139731667,0.132800851,0.084120391,0.112371754,0.105078033,0.078421083,0.109034449,0.170477449,0.093537603,0.132069835,0.191955776,0.213041163,0.199412101,0.191446043,0.222081688,0.236369781,0.273155813,0.497897687,0.504575567,0.616635328,0.529551414,0.500202248,0.507974377,0.635351422,0.530549375,0.594472563,0.312613052,0.606827622,0.58124663,0.486176714,0.444802572,0.413392752,0.3632781,0.303613853,0.251698297,0.172130765,0.194949721,0.134351848,0.084904714,0.154722913,0.223469331,0.020497217,0.01744967,0.112171237,0.164317997
101,spruceT6P16E,EN,47.5061,-93.4532,410,2018/3/16,2018/11/4,106,334,233,EVI2,0.16271392,0.028770588,0.090079899,0.034496688,0.135655603,0.149394943,0.103209463,0.103895298,0.081882343,0.04996561,0.140137774,0.056118583,0.09317509,0.058642228,0.182191548,0.224959709,0.237879648,0.336517001,0.495835612,0.528364661,0.495441117,0.529489822,0.536015287,0.57465099,0.586274185,0.554461472,0.591250261,0.495764133,0.596170299,0.495632084,0.464190005,0.436793995,0.407248514,0.16796071,0.093944906,0.04848568,0.239783933,0.202480042,0.20257388,0.110628896,0.047255027,0.06423343,0.182326824,0.118322742,0.153894436,0.063863574
102,spruceT9P10E,EN,47.5054,-93.4532,410,2016/2/17,2016/12/4,77,364,291,EVI2,0.088016207,0.136406668,0.136820937,0.088011487,0.051100011,0.136462541,0.090815273,0.124323643,0.095137421,0.107010469,0.123538771,0.201505788,0.177554,0.17731333,0.203114918,0.199489902,0.239812725,0.422184711,0.500933614,0.474830954,0.643093573,0.492916578,0.512479063,0.576933829,0.484332455,0.501395376,0.51229217,0.47027797,0.460953606,0.441252944,0.429948053,0.404788427,0.377743443,0.464712509,0.294247686,0.233767033,0.214376258,0.229780773,0.177293763,0.162259715,0.050902112,0.036554418,0.031958151,0.076932043,0.151841238,0.133844994
103,spruceT9P10E,EN,47.5054,-93.4532,410,2017/3/29,2017/12/5,119,365,251,EVI2,0.132408053,0.139731667,0.132800851,0.084120391,0.112371754,0.105078033,0.078421083,0.109034449,0.170477449,0.093537603,0.132069835,0.191955776,0.213041163,0.199412101,0.191446043,0.222081688,0.236369781,0.273155813,0.497897687,0.504575567,0.616635328,0.529551414,0.500202248,0.507974377,0.635351422,0.530549375,0.594472563,0.312613052,0.606827622,0.58124663,0.486176714,0.444802572,0.413392752,0.3632781,0.303613853,0.251698297,0.172130765,0.194949721,0.134351848,0.084904714,0.154722913,0.223469331,0.020497217,0.01744967,0.112171237,0.164317997
104,spruceT9P10E,EN,47.5054,-93.4532,410,2018/4/19,2018/11/10,139,340,205,EVI2,0.16271392,0.028770588,0.090079899,0.034496688,0.135655603,0.149394943,0.103209463,0.103895298,0.081882343,0.04996561,0.140137774,0.056118583,0.09317509,0.058642228,0.182191548,0.224959709,0.237879648,0.336517001,0.495835612,0.528364661,0.495441117,0.529489822,0.536015287,0.57465099,0.586274185,0.554461472,0.591250261,0.495764133,0.596170299,0.495632084,0.464190005,0.436793995,0.407248514,0.16796071,0.093944906,0.04848568,0.239783933,0.202480042,0.20257388,0.110628896,0.047255027,0.06423343,0.182326824,0.118322742,0.153894436,0.063863574
105,spruceT9P17,EN,47.506,-93.4527,410,2016/2/17,2016/12/3,77,363,290,EVI2,0.088016207,0.136406668,0.136820937,0.088011487,0.051100011,0.136462541,0.090815273,0.124323643,0.095137421,0.107010469,0.123538771,0.201505788,0.177554,0.17731333,0.203114918,0.199489902,0.239812725,0.422184711,0.500933614,0.474830954,0.643093573,0.492916578,0.512479063,0.576933829,0.484332455,0.501395376,0.51229217,0.47027797,0.460953606,0.441252944,0.429948053,0.404788427,0.377743443,0.464712509,0.294247686,0.233767033,0.214376258,0.229780773,0.177293763,0.162259715,0.050902112,0.036554418,0.031958151,0.076932043,0.151841238,0.133844994
106,spruceT9P17,EN,47.506,-93.4527,410,2017/3/31,2017/12/2,121,362,246,EVI2,0.132408053,0.139731667,0.132800851,0.084120391,0.112371754,0.105078033,0.078421083,0.109034449,0.170477449,0.093537603,0.132069835,0.191955776,0.213041163,0.199412101,0.191446043,0.222081688,0.236369781,0.273155813,0.497897687,0.504575567,0.616635328,0.529551414,0.500202248,0.507974377,0.635351422,0.530549375,0.594472563,0.312613052,0.606827622,0.58124663,0.486176714,0.444802572,0.413392752,0.3632781,0.303613853,0.251698297,0.172130765,0.194949721,0.134351848,0.084904714,0.154722913,0.223469331,0.020497217,0.01744967,0.112171237,0.164317997
107,spruceT9P17,EN,47.506,-93.4527,410,2018/4/20,2018/11/10,140,340,204,EVI2,0.16271392,0.028770588,0.090079899,0.034496688,0.135655603,0.149394943,0.103209463,0.103895298,0.081882343,0.04996561,0.140137774,0.056118583,0.09317509,0.058642228,0.182191548,0.224959709,0.237879648,0.336517001,0.495835612,0.528364661,0.495441117,0.529489822,0.536015287,0.57465099,0.586274185,0.554461472,0.591250261,0.495764133,0.596170299,0.495632084,0.464190005,0.436793995,0.407248514,0.16796071,0.093944906,0.04848568,0.239783933,0.202480042,0.20257388,0.110628896,0.047255027,0.06423343,0.182326824,0.118322742,0.153894436,0.063863574
108,sweetbriar,EN,37.57341,-79.08482,242,2017/2/9,2017/11/22,69,352,286,EVI2,0.258883892,0.278106645,0.390494042,0.367963373,0.40976755,0.303230764,0.373288702,0.336305752,0.332371755,0.376113384,0.360397343,0.346296467,0.349809662,0.378090142,0.546726574,0.496503907,0.547373863,0.535622921,0.575361478,0.530235138,0.555975218,0.327400451,0.528595345,0.657018735,0.652847498,0.626871014,0.485031356,0.510525699,0.463819034,0.492254154,0.610567622,0.492104377,0.544037979,0.413125039,0.445857204,0.073837066,0.399041064,0.375148884,0.373233855,0.315792366,0.312924806,0.365619255,0.26030949,0.325096513,0.306759275,0.348030816
109,sweetbriar,EN,37.57341,-79.08482,242,2018/2/9,2018/11/16,69,346,280,EVI2,0.340150411,0.305210214,0.35107383,0.326420319,0.286147868,0.10677387,0.255300491,0.219936173,0.336925385,0.250276167,0.298898629,0.216088392,0.328580307,0.276797016,0.39973611,0.422012516,0.477970676,0.464315876,0.362834634,0.413833087,0.385944135,0.423174665,0.586403215,0.583016302,0.421111211,0.461738829,0.461967787,0.477740288,0.351125758,0.456429867,0.427568846,0.5069309,0.364274571,0.423863348,0.388641125,0.341443595,0.321537018,0.315620515,0.310677755,0.267197517,0.311175337,0.24278783,0.270494393,0.278636221,0.230338252,0.309042809
110,sylvania,EN,46.242,-89.348,540,2016/4/11,2016/11/22,131,352,225,EVI2,0.16808235,0.01036606,0.147256644,0.150288415,0.099825641,0.139079184,0.225365804,0.173664198,0.185519454,0.071392803,0.206610039,0.143791171,0.020818702,0.272885046,0.274391659,0.253577284,0.239933153,0.435273694,0.246530073,0.544079471,0.642433375,0.635555464,0.570833698,0.701741616,0.652423921,0.527024587,0.640277797,0.265653499,0.513493358,0.474773243,0.530464281,0.512687342,0.470688351,0.400206507,0.359883,0.289095289,0.259360935,0.215190628,0.206228527,0.215961836,0.258650997,0.232282576,0.038429487,0.090352091,0.141416951,0.197999495
111,sylvania,EN,46.242,-89.348,540,2017/3/25,2017/10/27,115,327,216,EVI2,0.203494682,0.185330509,0.229296419,0.04887642,0.173845462,0.222080856,0.195431116,0.133292002,0.086978907,0.219978947,0.1770102,0.22737397,0.256997236,0.247162724,0.297596946,0.229242162,0.271535282,0.072892005,0.483883824,0.510492003,0.630227209,0.281486648,0.608990457,0.529900307,0.618235277,0.532955909,0.68272699,0.589315998,0.608741958,0.487622189,0.468952381,0.474992546,0.439779436,0.393976092,0.367946211,0.321469405,0.274890739,0.26340286,0.241397107,0.063706647,0.310504649,0.284982181,0.097389949,0.045330916,0.185650614,0.132586456
112,sylvania,EN,46.242,-89.348,540,2018/4/20,2018/11/23,140,353,217,EVI2,0.074505273,0.122785635,0.148396093,0.164041025,0.213627098,0.236209721,0.090138168,0.178621839,0.162844545,0.169084593,0.175028409,0.206251452,0.090909091,0.188822612,0.166657241,0.273393628,0.27790575,0.460158517,0.425105453,0.611703238,0.669886985,0.756164684,0.558803813,0.611258596,0.492618421,0.515291033,0.523980434,0.634506203,0.615224666,0.614642618,0.604617327,0.521242096,0.552643814,0.433824328,0.191020041,0.032301219,0.22413035,0.231227106,0.274828379,0.243554732,0.068626972,0.021062996,0.198970686,0.202043059,0.055562218,0.100101807
113,tfforest,EN,43.1086,-70.9505,23,2017/4/5,2017/12/8,125,368,247,EVI2,0.110628289,0.234863499,0.094045253,0.084960607,0.11888941,0.082459594,0.113963131,0.193255354,0.213561297,0.014050448,0.058127881,0.124551497,0.208843687,0.233263047,0.333219173,0.318125494,0.391162784,0.378319018,0.489994377,0.528951175,0.601429112,0.637724983,0.573785418,0.648482659,0.655620067,0.625604124,0.558545679,0.431348933,0.45034129,0.430863417,0.429028808,0.418706423,0.106615687,0.441107611,0.452949936,0.474462639,0.457826019,0.498156164,0.350462024,0.480092752,0.44698308,0.342704289,0.266341569,0.156356202,0.093150076,0.058900099
114,tfforest,EN,43.1086,-70.9505,23,2018/4/9,2018/11/18,129,348,223,EVI2,0.069402008,0.114373032,0.068265777,0.284921897,0.19736412,0.22868777,0.213746623,0.251886008,0.024457446,0.100573141,0.011005046,0.228755826,0.229776736,0.247770753,0.264069293,0.364089635,0.459930123,0.587233671,0.65063216,0.493086766,0.59041184,0.645467413,0.620862088,0.518158412,0.540453235,0.606489035,0.705009816,0.656602598,0.616384336,0.433215096,0.629085518,0.591799771,0.578564041,0.67545759,0.609200906,0.604524709,0.531836235,0.525039833,0.309970405,0.385692483,0.055336172,0.366613384,0.285340354,0.312759314,0.23937879,0.271092712
115,turkeypointenf02,EN,42.6617,-80.5599,194,2016/3/7,2016/12/12,97,372,280,EVI2,0.256453523,0.014834252,0.155168681,0.128247448,0.263760308,0.06315599,0.265691689,0.171540547,0.320881293,0.330053313,0.325623436,0.296585743,0.162816682,0.410255518,0.344669432,0.232841917,0.356860348,0.506650298,0.507075006,0.462279812,0.517052,0.414937759,0.341254134,0.505951654,0.464702361,0.504668907,0.480149691,0.390474288,0.463095306,0.544603503,0.467375123,0.521457913,0.382285157,0.371539229,0.443340742,0.421662726,0.355413638,0.356626008,0.39692479,0.331642946,0.238687829,0.232568033,0.066273256,0.191642885,0.041581076,0.211047392
116,turkeypointenf02,EN,42.6617,-80.5599,194,2017/3/20,2017/12/11,110,371,266,EVI2,0.127500098,0.212368643,0.105277244,0.102150253,0.090709661,0.264434446,0.317636756,0.274276793,0.194292443,0.28234947,0.300929502,0.17447366,0.19500748,0.328556425,0.328063749,0.419340577,0.365048074,0.308205128,0.455058333,0.371448805,0.448554252,0.522419825,0.442706896,0.500809319,0.424030304,0.472031972,0.421544817,0.633945696,0.601847014,0.507629705,0.433480128,0.473122366,0.377112456,0.360708954,0.384448776,0.322192249,0.393915918,0.292837519,0.341207059,0.371947088,0.238098765,0.391185551,0.325470573,0.051047443,0.101237136,0.146205108
117,turkeypointenf02,EN,42.6617,-80.5599,194,2018/2/16,2018/12/3,76,363,290,EVI2,0.146205108,0.122096742,0.107657126,0.253105759,0.085648326,0.02297911,0.181466198,0.34807211,0.048432076,0.153063456,0.304188454,0.254592716,0.079934427,0.350111696,0.238601784,0.410359775,0.449136486,0.504614824,0.365188491,0.442396409,0.555956149,0.638154802,0.457798252,0.483480536,0.399812669,0.465514192,0.426825952,0.499327731,0.436833236,0.431805948,0.463746948,0.432906227,0.373360242,0.370965961,0.385184189,0.379404273,0.457356077,0.382473952,0.054968539,0.282799397,0.293670779,0.061492862,0.070279846,0.271566324,0.170865535,0.009776641
118,turkeypointenf39,EN,42.7102,-80.3573,232,2016/3/10,2016/12/13,100,373,278,EVI2,0.223905418,0.135423142,0.219514287,0.299566576,0.144532547,0.07411502,0.221363067,0.333495373,0.118210613,0.182656003,0.320822844,0.280806382,0.121622178,0.33953196,0.274477168,0.391568173,0.430590596,0.486879212,0.386801142,0.434859398,0.527404773,0.609541001,0.460956984,0.483151555,0.437349132,0.489230377,0.457105029,0.491696279,0.439206001,0.463568691,0.479966804,0.435491577,0.389665888,0.38920686,0.40328816,0.393832138,0.44961215,0.384906696,0.128223056,0.299131445,0.302189426,0.070810053,0.067504973,0.303015402,0.213509709,0.091138235
119,turkeypointenf39,EN,42.7102,-80.3573,232,2017/3/23,2017/12/11,113,371,263,EVI2,0.301605727,0.148749542,0.331371448,0.346027394,0.203416768,0.125250931,0.261259936,0.318918636,0.18798915,0.212248549,0.337457233,0.307020048,0.163309928,0.328952224,0.310352552,0.372776571,0.412044706,0.469143601,0.408413793,0.427322387,0.498853397,0.580927199,0.464115716,0.482822573,0.474885595,0.512946561,0.487384106,0.484064826,0.441578766,0.495331435,0.496186659,0.438076927,0.405971533,0.407447759,0.421392131,0.408260003,0.441868222,0.387339439,0.201477574,0.315463493,0.310708074,0.080127245,0.064730099,0.334464479,0.256153883,0.172499829
120,turkeypointenf39,EN,42.7102,-80.3573,232,2018/4/20,2018/11/27,140,357,221,EVI2,0.379306037,0.162075942,0.443228609,0.392488212,0.26230099,0.176386842,0.301156805,0.304341899,0.257767686,0.241841096,0.354091623,0.333233714,0.204997679,0.318372489,0.346227937,0.353984968,0.393498817,0.451407989,0.430026444,0.419785376,0.47030202,0.552313397,0.467274448,0.482493591,0.512422057,0.536662746,0.517663183,0.476433374,0.443951531,0.527094178,0.512406514,0.440662277,0.422277179,0.425688658,0.439496103,0.422687868,0.434124295,0.389772183,0.274732091,0.331795541,0.319226721,0.089444436,0.061955226,0.365913557,0.298798056,0.253861423
